timepointyears,geographicaream49,toi_aff
1979,218,0.271
1980,218,0.2985
1981,218,0.241
1982,218,0.2574
1983,218,0.2696
1984,218,0.249
1985,218,0.2101
1986,218,0.2211
1987,218,0.2326
1988,218,0.2462
1989,218,0.2487
1990,218,0.2764
1991,218,0.2997
1992,218,0.2842
1993,218,0.2677
1994,218,0.3064
1995,218,0.3477
1996,218,0.3612
1997,218,0.4064
1998,218,0.4158
1999,218,0.3632
2000,218,0.3549
2001,218,0.3602
2002,218,0.3822
2003,218,0.3831
2004,218,0.378
2005,218,0.3811
2006,218,0.3934
2007,218,0.3972
2008,218,0.385
2009,218,0.397
2010,218,0.3889
2011,218,0.4037
2012,218,0.3604
2013,218,0.3403
2014,218,0.3481
2015,218,0.3518
2016,218,0.3511
2017,218,0.3597
2018,218,0.3731
1970,818,0.1141
1971,818,0.1407
1972,818,0.108
1973,818,0.1045
1974,818,0.1518
1975,818,0.1551
1976,818,0.1593
1977,818,0.1744
1978,818,0.1971
1979,818,0.1673
1980,818,0.1857
1981,818,0.2155
1982,818,0.1988
1983,818,0.2212
1984,818,0.2287
1985,818,0.2209
1986,818,0.2057
1987,818,0.2169
1988,818,0.1985
1989,818,0.1909
1990,818,0.1917
1991,818,0.177
1992,818,0.1676
1993,818,0.1572
1994,818,0.1897
1995,818,0.1722
1996,818,0.1871
1997,818,0.1962
1998,818,0.1836
1999,818,0.1822
2000,818,0.1802
2001,818,0.1843
2002,818,0.1863
2003,818,0.1553
2004,818,0.1524
2005,818,0.197
2006,818,0.1983
2007,818,0.2149
2008,818,0.1961
2009,818,0.2153
2010,818,0.2472
2011,818,0.2658
2012,818,0.2446
2013,818,0.244
2014,818,0.2615
2015,818,0.242
2016,818,0.2453
2017,818,0.2283
2018,818,0.1736
1995,20,26.5214
1996,20,25.2784
1997,20,28.4003
1998,20,23.707
1999,20,32.8878
2000,20,15.5916
2001,20,15.8455
2002,20,19.4769
2003,20,16.1064
2004,20,16.3791
2005,20,18.7203
2006,20,21.0614
2007,20,14.5783
2008,20,15.1815
2009,20,14.509
2010,20,12.5749
2011,20,12.6012
2012,20,10.7463
2013,20,11.8601
2014,20,13.5274
2015,20,14.6119
2016,20,14.0664
2017,20,14.7829
2018,20,12.5558
1970,222,0.118
1971,222,0.1394
1972,222,0.1718
1973,222,0.13
1974,222,0.1356
1975,222,0.1562
1976,222,0.1232
1977,222,0.1033
1978,222,0.1313
1979,222,0.1276
1980,222,0.1256
1981,222,0.1437
1982,222,0.1672
1983,222,0.1985
1984,222,0.1974
1985,222,0.2396
1986,222,0.1972
1987,222,0.2482
1988,222,0.2439
1989,222,0.2691
1990,222,0.2027
1991,222,0.2811
1992,222,0.3201
1993,222,0.2877
1994,222,0.3152
1995,222,0.3118
1996,222,0.3361
1997,222,0.4152
1998,222,0.3856
1999,222,0.4673
2000,222,0.7954
2001,222,0.8791
2002,222,0.9781
2003,222,1.0643
2004,222,0.995
2005,222,0.9839
2006,222,1.0364
2007,222,0.8783
2008,222,0.8464
2009,222,0.8706
2010,222,0.8811
2011,222,0.9119
2012,222,0.9935
2013,222,1.1122
2014,222,1.064
2015,222,1.2547
2016,222,1.195
2017,222,1.306
2018,222,1.2786
1995,226,1.0876
1996,226,1.6346
1997,226,1.9601
1998,226,2.9847
1999,226,2.1049
2000,226,0.7736
2001,226,1.0193
2002,226,0.4741
2003,226,0.418
2004,226,0.744
2005,226,0.5619
2006,226,0.6784
2007,226,1.1392
2008,226,1.6828
2009,226,1.0186
2010,226,0.9074
2011,226,2.0746
2012,226,2.9599
2013,226,1.6867
2014,226,1.8753
2015,226,1.4238
2016,226,1.2281
2017,226,1.4523
2018,226,1.256
1992,233,1.6012
1993,233,1.5671
1994,233,1.9528
1995,233,2.2566
1996,233,3.0239
1997,233,3.5994
1998,233,3.1497
1999,233,2.6863
2000,233,2.4534
2001,233,2.9587
2002,233,3.0218
2003,233,2.7134
2004,233,2.3799
2005,233,2.3014
2006,233,2.3893
2007,233,1.992
2008,233,2.2181
2009,233,2.5198
2010,233,2.7071
2011,233,2.8473
2012,233,3.0506
2013,233,3.3609
2014,233,3.156
2015,233,3.2216
2016,233,4.1556
2017,233,4.6729
2018,233,3.5886
1970,242,1.2116
1971,242,1.3699
1972,242,1.212
1973,242,1.1646
1974,242,1.1352
1975,242,1.1046
1976,242,1.0925
1977,242,1.2432
1978,242,1.1557
1979,242,1.3115
1980,242,1.4002
1981,242,1.2147
1982,242,1.1872
1983,242,1.3451
1984,242,1.0979
1985,242,1.3703
1986,242,0.974
1987,242,1.2586
1988,242,1.1977
1989,242,1.1091
1990,242,1.1727
1991,242,1.2839
1992,242,1.1587
1993,242,1.3841
1994,242,1.236
1995,242,1.3666
1996,242,1.3365
1997,242,1.1791
1998,242,1.2167
1999,242,1.0698
2000,242,1.1522
2001,242,1.4259
2002,242,1.1346
2003,242,1.0856
2004,242,1.0477
2005,242,1.2634
2006,242,1.1658
2007,242,1.1631
2008,242,1.3882
2009,242,1.0776
2010,242,0.9402
2011,242,0.9566
2012,242,1.1329
2013,242,1.0482
2014,242,1.0619
2015,242,0.8603
2016,242,1.0475
2017,242,0.7463
2018,242,0.6651
1970,246,0.3452
1971,246,0.3234
1972,246,0.4006
1973,246,0.3695
1974,246,0.4075
1975,246,0.4532
1976,246,0.4003
1977,246,0.4837
1978,246,0.3795
1979,246,0.4327
1980,246,0.4195
1981,246,0.5175
1982,246,0.692
1983,246,0.3706
1984,246,0.4505
1985,246,0.4513
1986,246,0.4874
1987,246,0.5926
1988,246,0.4576
1989,246,0.5336
1990,246,0.4596
1991,246,0.6325
1992,246,0.608
1993,246,0.6185
1994,246,0.7769
1995,246,0.5813
1996,246,0.7314
1997,246,0.754
1998,246,0.8736
1999,246,0.8468
2000,246,0.7363
2001,246,0.8618
2002,246,0.8584
2003,246,0.8596
2004,246,0.8885
2005,246,0.8376
2006,246,0.8644
2007,246,0.8543
2008,246,0.8673
2009,246,0.7872
2010,246,0.8356
2011,246,0.9442
2012,246,0.9553
2013,246,0.9326
2014,246,0.9992
2015,246,0.9257
2016,246,0.9357
2017,246,0.8916
2018,246,0.8019
1970,250,1.4164
1971,250,1.4808
1972,250,1.5998
1973,250,1.6193
1974,250,1.6819
1975,250,1.6664
1976,250,1.8943
1977,250,1.7825
1978,250,1.8357
1979,250,1.7884
1980,250,1.9343
1981,250,2.0883
1982,250,1.785
1983,250,2.0115
1984,250,1.9652
1985,250,1.9853
1986,250,1.9211
1987,250,2.0155
1988,250,2.1128
1989,250,2.0786
1990,250,2.0235
1991,250,2.2688
1992,250,2.0581
1993,250,2.2369
1994,250,2.1152
1995,250,2.0746
1996,250,1.9254
1997,250,2.0159
1998,250,2.042
1999,250,2.0909
2000,250,2.0747
2001,250,2.0324
2002,250,1.9249
2003,250,2.3467
2004,250,1.8676
2005,250,2.0686
2006,250,2.0629
2007,250,2.0825
2008,250,2.0845
2009,250,1.9362
2010,250,2.1794
2011,250,2.0712
2012,250,2.165
2013,250,2.3243
2014,250,2.0288
2015,250,2.1162
2016,250,2.3186
2017,250,2.0413
2018,250,1.9193
1970,24,0.1169
1971,24,0.097
1972,24,0.09
1973,24,0.0968
1974,24,0.0893
1975,24,0.0588
1976,24,0.0475
1977,24,0.0584
1978,24,0.1014
1979,24,0.1057
1980,24,0.0873
1981,24,0.0852
1982,24,0.0789
1983,24,0.0693
1984,24,0.0744
1985,24,0.0741
1986,24,0.0514
1987,24,0.0682
1988,24,0.0725
1989,24,0.0801
1990,24,0.0956
1991,24,0.084
1992,24,0.1307
1993,24,0.2059
1994,24,0.2082
1995,24,0.1803
1996,24,0.1813
1997,24,0.1516
1998,24,0.1523
1999,24,0.1445
2000,24,0.1695
2001,24,0.1794
2002,24,0.2262
2003,24,0.2219
2004,24,0.2368
2005,24,0.2246
2006,24,0.2076
2007,24,0.1899
2008,24,0.2112
2009,24,0.1738
2010,24,0.1712
2011,24,0.1878
2012,24,0.1983
2013,24,0.2303
2014,24,0.3265
2015,24,0.1775
2016,24,0.1349
2017,24,0.1723
2018,24,0.2294
1970,258,1.287
1971,258,1.4885
1972,258,1.4074
1973,258,1.5383
1974,258,1.2722
1975,258,1.4792
1976,258,1.2978
1977,258,1.2174
1978,258,1.1456
1979,258,1.275
1980,258,1.2798
1981,258,1.2037
1982,258,1.2012
1983,258,1.2509
1984,258,1.269
1985,258,1.2616
1986,258,1.4139
1987,258,1.1798
1988,258,1.0661
1989,258,1.0564
1990,258,1.137
1991,258,1.1128
1992,258,1.2375
1993,258,1.1397
1994,258,1.0709
1995,258,1.1296
1996,258,0.9907
1997,258,1.0939
1998,258,1.1708
1999,258,1.1062
2000,258,1.1235
2001,258,1.4997
2002,258,1.364
2003,258,1.6328
2004,258,1.6648
2005,258,1.7119
2006,258,1.7547
2007,258,1.8313
2008,258,1.8467
2009,258,1.7746
2010,258,1.8891
2011,258,1.8995
2012,258,1.7641
2013,258,1.8588
2014,258,2.1064
2015,258,2.0534
2016,258,1.8871
2017,258,1.9356
2018,258,2.36
1970,262,0.9523
1971,262,0.98
1972,262,0.8219
1973,262,1.0015
1979,262,1.1227
1980,262,1.4794
1981,262,1.4096
1982,262,1.5314
1983,262,1.2191
1984,262,1.3434
1985,262,2.0708
1986,262,1.758
1987,262,1.3852
1988,262,1.8314
1989,262,1.3962
1990,262,1.9156
1991,262,1.5096
1992,262,1.2675
1993,262,2.5451
1994,262,2.0976
1995,262,1.9539
1996,262,1.521
1997,262,1.6097
1998,262,2.9235
1999,262,3.0799
2000,262,1.7855
2001,262,1.3295
2002,262,6.832
2003,262,4.2321
2004,262,2.6117
2005,262,4.8057
2006,262,4.8302
2007,262,4.4351
2008,262,6.9626
2009,262,8.9156
2010,262,8.3152
2011,262,17.1837
2012,262,20.431
2013,262,28.1253
2014,262,28.6368
2015,262,31.1802
2016,262,28.249
2017,262,27.3508
2018,262,31.3763
1992,268,0.1519
1993,268,0.1581
1994,268,0.0322
1995,268,0.2902
1996,268,0.4004
1997,268,0.3608
1998,268,0.3858
1999,268,0.3357
2000,268,0.4089
2001,268,0.3365
2002,268,0.4139
2003,268,0.4727
2004,268,0.5735
2005,268,0.5438
2006,268,0.5659
2007,268,0.5647
2008,268,0.4393
2009,268,0.4686
2010,268,0.5316
2011,268,0.4548
2012,268,0.669
2013,268,0.5769
2014,268,0.4906
2015,268,0.4477
2016,268,0.4782
2017,268,0.5778
2018,268,0.5227
1970,266,0.3237
1971,266,0.2916
1972,266,0.2483
1973,266,0.2169
1974,266,0.226
1975,266,0.3688
1976,266,0.2444
1977,266,0.2885
1978,266,0.339
1979,266,0.3258
1980,266,0.3232
1981,266,0.3725
1982,266,0.4553
1983,266,0.4457
1984,266,0.4665
1985,266,0.4859
1986,266,0.4705
1987,266,0.443
1988,266,0.4223
1989,266,0.4166
1990,266,0.3746
1991,266,0.5032
1992,266,0.516
1993,266,0.5035
1994,266,0.4088
1995,266,0.542
1996,266,0.4941
1997,266,0.5108
1998,266,0.5333
1999,266,0.622
2000,266,0.5147
2001,266,0.6079
2002,266,0.5978
2003,266,0.3236
2004,266,0.5507
2005,266,0.6252
2006,266,0.5766
2007,266,0.543
2008,266,0.6602
2009,266,0.6823
2010,266,0.7104
2011,266,0.7663
2012,266,0.7794
2013,266,0.8473
2014,266,0.7401
2015,266,0.7521
2016,266,0.6221
2017,266,0.5417
2018,266,0.5145
1970,270,0.1345
1971,270,0.1095
1972,270,0.1198
1973,270,0.1088
1974,270,0.1154
1975,270,0.1361
1976,270,0.199
1977,270,0.1857
1978,270,0.1945
1979,270,0.1868
1980,270,0.2206
1981,270,0.1228
1982,270,0.2049
1983,270,0.2873
1984,270,0.3343
1985,270,0.3264
1986,270,0.2119
1987,270,0.2482
1988,270,0.3381
1989,270,0.2542
1990,270,0.3202
1991,270,0.3486
1992,270,0.4033
1993,270,0.4738
1994,270,0.3229
1995,270,0.4163
1996,270,0.4086
1997,270,0.5054
1998,270,0.4121
1999,270,0.4189
2000,270,0.4205
2001,270,0.2962
2002,270,0.4987
2003,270,0.4324
2004,270,0.4705
2005,270,0.4965
2006,270,0.4928
2007,270,0.7655
2008,270,0.5089
2009,270,0.5056
2010,270,0.5714
2011,270,0.528
2012,270,0.5134
2013,270,0.4738
2014,270,0.7263
2015,270,0.6915
2016,270,0.7323
2017,270,0.7929
2018,270,0.7863
1970,276,1.6343
1971,276,1.6184
1972,276,1.8154
1973,276,1.7643
1974,276,1.6377
1975,276,1.6669
1976,276,1.986
1977,276,1.8155
1978,276,1.8854
1979,276,1.9808
1980,276,2.0466
1981,276,2.0449
1982,276,1.838
1983,276,1.9777
1984,276,1.8592
1985,276,2.0807
1986,276,1.9315
1987,276,2.1435
1988,276,2.0516
1989,276,1.9912
1990,276,1.9073
1991,276,2.073
1992,276,2.2704
1993,276,2.3294
1994,276,3.3059
1995,276,3.0288
1996,276,3.0874
1997,276,2.9571
1998,276,3.1729
1999,276,3.0466
2000,276,3.4833
2001,276,3.5635
2002,276,3.6401
2003,276,3.638
2004,276,2.7645
2005,276,4.0254
2006,276,4.575
2007,276,3.7578
2008,276,3.3147
2009,276,3.5551
2010,276,4.1228
2011,276,4.413
2012,276,4.4056
2013,276,4.4223
2014,276,4.1495
2015,276,5.0097
2016,276,5.1253
2017,276,5.2129
2018,276,5.358
1970,28,2.057
1971,28,2.6396
1972,28,1.1205
1973,28,0.8335
1974,28,0.9871
1975,28,1.0968
1976,28,0.9606
1977,28,0.8809
1978,28,0.8727
1979,28,1.1527
1980,28,1.4327
1981,28,1.6748
1982,28,2.2887
1983,28,2.5957
1984,28,3.0561
1985,28,2.7842
1986,28,2.5123
1987,28,2.2244
1988,28,2.3871
1989,28,2.48
1990,28,2.3303
1991,28,2.2019
1992,28,1.9762
1993,28,1.8234
1994,28,1.7469
1995,28,2.0047
1996,28,2.0091
1997,28,2.0113
1998,28,1.8257
1999,28,1.7329
2000,28,1.5936
2001,28,1.3172
2002,28,1.3677
2003,28,1.3797
2004,28,1.264
2005,28,2.699
2006,28,1.9956
2007,28,1.9638
2008,28,2.0598
2009,28,2.24
2010,28,2.1354
2011,28,2.7711
2012,28,2.7893
2013,28,2.5262
2014,28,3.0613
2015,28,3.0858
2016,28,2.6548
2017,28,2.9066
2018,28,2.2198
1995,70,0.9127
1996,70,0.8423
1997,70,0.7487
1998,70,0.9131
1999,70,1.092
2000,70,1.06
2001,70,1.1926
2002,70,1.2173
2003,70,1.2617
2004,70,1.1243
2005,70,1.1792
2006,70,1.1155
2007,70,1.1969
2008,70,1.3326
2009,70,1.2674
2010,70,1.4699
2011,70,1.5137
2012,70,1.728
2013,70,1.5304
2014,70,1.7547
2015,70,1.8317
2016,70,1.7364
2017,70,2.0232
2018,70,1.7276
1970,288,0.1987
1971,288,0.1511
1972,288,0.1754
1973,288,0.1761
1974,288,0.1452
1975,288,0.1692
1976,288,0.1821
1977,288,0.1644
1978,288,0.1367
1979,288,0.0989
1980,288,0.1053
1981,288,0.0911
1982,288,0.1159
1983,288,0.0987
1984,288,0.0878
1985,288,0.089
1986,288,0.095
1987,288,0.1161
1988,288,0.1228
1989,288,0.1242
1990,288,0.1405
1991,288,0.1456
1992,288,0.1471
1993,288,0.1509
1994,288,0.1567
1995,288,0.1272
1996,288,0.1787
1997,288,0.1268
1998,288,0.1526
1999,288,0.1431
2000,288,0.1722
2001,288,0.1764
2002,288,0.2014
2003,288,0.2943
2004,288,0.3533
2005,288,0.2574
2006,288,0.2908
2007,288,0.2906
2008,288,0.2501
2009,288,0.1964
2010,288,0.1681
2011,288,0.2945
2012,288,0.2269
2013,288,0.2589
2014,288,0.2668
2015,288,0.2463
2016,288,0.2597
2017,288,0.3378
2018,288,0.3318
1995,296,1.0306
1996,296,0.8027
1997,296,0.7996
1998,296,0.6033
1999,296,1.0782
2000,296,0.7676
2001,296,0.9109
2002,296,0.6429
2003,296,0.6961
2004,296,0.5786
2005,296,1.0244
2006,296,0.858
2007,296,0.8693
2008,296,0.81
2009,296,0.7499
2010,296,0.5606
2011,296,0.6389
2012,296,0.5541
2013,296,0.6466
2014,296,0.7808
2015,296,0.7806
2016,296,0.8979
2017,296,1.2614
2018,296,1.0537
1970,300,0.2597
1971,300,0.323
1972,300,0.2772
1973,300,0.3226
1974,300,0.4175
1975,300,0.4282
1976,300,0.432
1977,300,0.508
1978,300,0.5369
1979,300,0.5757
1980,300,0.5295
1981,300,0.4084
1982,300,0.4895
1983,300,0.605
1984,300,0.6079
1985,300,0.5786
1986,300,0.7215
1987,300,0.7192
1988,300,0.4799
1989,300,0.6866
1990,300,0.7281
1991,300,0.7797
1992,300,0.8469
1993,300,0.8258
1994,300,0.8823
1995,300,0.8079
1996,300,0.8776
1997,300,0.8757
1998,300,0.8219
1999,300,0.8641
2000,300,0.9099
2001,300,1.0295
2002,300,1.0762
2003,300,0.9762
2004,300,0.982
2005,300,1.062
2006,300,1.2868
2007,300,1.4693
2008,300,1.3952
2009,300,1.3445
2010,300,1.361
2011,300,1.3413
2012,300,1.2113
2013,300,1.3149
2014,300,1.2225
2015,300,1.2294
2016,300,1.5036
2017,300,1.3276
2018,300,1.3394
1995,304,1.7006
1996,304,1.7167
1997,304,1.5515
1998,304,1.3883
1999,304,1.5626
2000,304,1.5004
2001,304,1.3843
2002,304,1.5544
2003,304,1.4545
2004,304,1.4382
2005,304,1.4113
2006,304,1.3956
2007,304,1.3771
2008,304,1.4099
2009,304,1.6147
2010,304,1.4137
2011,304,1.5488
2012,304,1.3584
2013,304,1.5182
2014,304,1.3585
2015,304,1.1851
2016,304,1.2892
2017,304,1.2524
2018,304,1.358
1970,308,1.4138
1971,308,1.2156
1972,308,1.1071
1973,308,0.8834
1974,308,0.7003
1975,308,0.8212
1976,308,0.8282
1977,308,0.6708
1978,308,0.8141
1979,308,0.7852
1980,308,0.7464
1981,308,0.6876
1982,308,0.7628
1983,308,0.7218
1984,308,0.6902
1985,308,0.842
1986,308,0.7133
1987,308,1.0852
1988,308,0.9915
1989,308,0.9493
1990,308,0.9769
1991,308,1.0529
1992,308,1.0377
1993,308,1.2913
1994,308,1.0997
1995,308,1.1185
1996,308,1.3713
1997,308,1.1953
1998,308,1.4652
1999,308,1.4764
2000,308,1.5448
2001,308,1.3464
2002,308,1.2538
2003,308,1.1903
2004,308,1.127
2005,308,2.5477
2006,308,1.899
2007,308,1.7445
2008,308,1.6015
2009,308,0.8928
2010,308,1.2473
2011,308,1.6515
2012,308,1.367
2013,308,1.0959
2014,308,0.9158
2015,308,0.7389
2016,308,0.8215
2017,308,0.9818
2018,308,1.0012
1970,320,0.1805
1971,320,0.1742
1972,320,0.1832
1973,320,0.1794
1974,320,0.1895
1975,320,0.189
1976,320,0.1957
1977,320,0.2067
1978,320,0.1986
1979,320,0.192
1980,320,0.233
1981,320,0.1978
1982,320,0.1937
1983,320,0.194
1984,320,0.1929
1985,320,0.2065
1986,320,0.2154
1987,320,0.2142
1988,320,0.2184
1989,320,0.2183
1990,320,0.2328
1991,320,0.2663
1992,320,0.29
1993,320,0.2796
1994,320,0.3181
1995,320,0.342
1996,320,0.3532
1997,320,0.386
1998,320,0.4382
1999,320,0.4292
2000,320,0.457
2001,320,0.4937
2002,320,0.5206
2003,320,0.4776
2004,320,0.4782
2005,320,0.5402
2006,320,0.5262
2007,320,0.582
2008,320,0.5528
2009,320,0.5597
2010,320,0.5845
2011,320,0.5487
2012,320,0.5955
2013,320,0.6112
2014,320,0.6405
2015,320,0.652
2016,320,0.665
2017,320,0.6574
2018,320,0.6007
1970,32,0.2997
1971,32,0.2777
1972,32,0.1937
1973,32,0.2601
1974,32,0.2557
1975,32,0.2031
1976,32,0.2515
1977,32,0.3838
1978,32,0.3513
1979,32,0.3796
1980,32,0.3192
1981,32,0.4264
1982,32,0.342
1983,32,0.4764
1984,32,0.4327
1985,32,0.4938
1986,32,0.4046
1987,32,0.3171
1988,32,0.343
1989,32,0.2969
1990,32,0.3982
1991,32,0.428
1992,32,0.4585
1993,32,0.4019
1994,32,0.3841
1995,32,0.4283
1996,32,0.3699
1997,32,0.5494
1998,32,0.6049
1999,32,0.5492
2000,32,0.606
2001,32,0.6349
2002,32,0.6094
2003,32,0.6346
2004,32,0.6498
2005,32,0.6704
2006,32,0.6538
2007,32,0.7344
2008,32,0.7299
2009,32,0.7105
2010,32,0.6623
2011,32,0.7201
2012,32,0.7945
2013,32,0.6494
2014,32,0.6211
2015,32,0.6709
2016,32,0.8439
2017,32,0.8158
2018,32,0.8982
1970,324,0.2792
1971,324,0.2377
1972,324,0.2002
1973,324,0.2463
1974,324,0.1893
1975,324,0.1685
1976,324,0.1258
1977,324,0.1256
1978,324,0.1365
1979,324,0.2037
1980,324,0.2472
1981,324,0.1755
1982,324,0.148
1983,324,0.1658
1984,324,0.2008
1985,324,0.1786
1986,324,0.2104
1987,324,0.2119
1988,324,0.3204
1989,324,0.3154
1990,324,0.2877
1991,324,0.2904
1992,324,0.3507
1993,324,0.3563
1994,324,0.3658
1995,324,0.4508
1996,324,0.3459
1997,324,0.3401
1998,324,0.2661
1999,324,0.3122
2000,324,0.278
2001,324,0.2899
2002,324,0.3477
2003,324,0.3738
2004,324,0.2333
2005,324,0.3004
2006,324,0.3542
2007,324,0.3666
2008,324,0.3449
2009,324,0.3198
2010,324,0.2953
2011,324,0.2616
2012,324,0.3553
2013,324,0.322
2014,324,0.4849
2015,324,0.4281
2016,324,0.4891
2017,324,0.5253
2018,324,0.3978
1970,328,0.8345
1971,328,0.886
1972,328,0.9073
1973,328,0.7681
1974,328,0.7659
1975,328,0.8576
1976,328,0.8493
1977,328,0.6767
1978,328,0.7982
1979,328,0.8164
1980,328,0.7458
1981,328,0.7241
1982,328,0.5233
1983,328,0.4517
1984,328,0.4299
1985,328,0.41
1986,328,0.4707
1987,328,0.5629
1988,328,0.5508
1989,328,0.6346
1990,328,0.6849
1991,328,0.6633
1992,328,0.7147
1993,328,0.6891
1994,328,0.6687
1995,328,0.658
1996,328,0.6964
1997,328,0.7613
1998,328,0.8271
1999,328,0.7178
2000,328,0.7707
2001,328,0.7354
2002,328,0.6183
2003,328,0.5742
2004,328,0.6222
2005,328,0.6669
2006,328,0.575
2007,328,0.5992
2008,328,0.6348
2009,328,0.6696
2010,328,0.5697
2011,328,0.5756
2012,328,0.6727
2013,328,0.6082
2014,328,0.8035
2015,328,0.6026
2016,328,0.5564
2017,328,0.6633
2018,328,0.4843
1970,332,0.0521
1971,332,0.0523
1972,332,0.0489
1973,332,0.0516
1974,332,0.0503
1975,332,0.0535
1976,332,0.062
1977,332,0.0723
1978,332,0.0576
1979,332,0.0647
1980,332,0.0873
1981,332,0.0695
1982,332,0.0772
1983,332,0.0959
1984,332,0.0857
1985,332,0.0887
1986,332,0.0875
1987,332,0.0897
1988,332,0.0955
1989,332,0.1099
1990,332,0.1291
1991,332,0.1289
1992,332,0.1499
1993,332,0.136
1994,332,0.1277
1995,332,0.2129
1996,332,0.1867
1997,332,0.2016
1998,332,0.2196
1999,332,0.2302
2000,332,0.2454
2001,332,0.2252
2002,332,0.2874
2003,332,0.2838
2004,332,0.3049
2005,332,0.3053
2006,332,0.3452
2007,332,0.2909
2008,332,0.3423
2009,332,0.3319
2010,332,0.372
2011,332,0.2932
2012,332,0.3038
2013,332,0.3695
2014,332,0.3574
2015,332,0.3992
2016,332,0.4106
2017,332,0.5039
2018,332,0.5777
1970,340,0.7808
1971,340,0.881
1972,340,0.7989
1973,340,0.731
1974,340,0.6559
1975,340,0.4863
1976,340,0.6445
1977,340,0.6841
1978,340,0.6826
1979,340,0.7945
1980,340,0.8412
1981,340,0.698
1982,340,0.7154
1983,340,0.6641
1984,340,0.6504
1985,340,0.71
1986,340,0.6788
1987,340,0.7176
1988,340,0.685
1989,340,0.5902
1990,340,0.5818
1991,340,0.5681
1992,340,0.5007
1993,340,0.5616
1994,340,0.4925
1995,340,0.4507
1996,340,0.4912
1997,340,0.4218
1998,340,0.4686
1999,340,0.4268
2000,340,0.4532
2001,340,0.6525
2002,340,0.6341
2003,340,0.6463
2004,340,0.7197
2005,340,0.8012
2006,340,0.7295
2007,340,0.689
2008,340,0.7099
2009,340,0.7529
2010,340,0.7031
2011,340,0.7285
2012,340,0.7171
2013,340,0.7261
2014,340,0.7228
2015,340,0.7901
2016,340,0.7885
2017,340,0.7296
2018,340,0.7519
1970,344,5.3996
1971,344,5.3392
1972,344,4.8871
1973,344,4.4115
1974,344,3.9572
1975,344,4.2165
1976,344,4.0554
1977,344,3.5797
1978,344,3.5831
1979,344,3.4626
1980,344,3.0978
1981,344,3.5059
1982,344,3.8132
1983,344,4.4436
1984,344,4.4147
1985,344,4.8083
1986,344,5.8039
1987,344,6.6184
1988,344,7.3563
1989,344,8.9069
1990,344,9.0431
1991,344,10.7659
1992,344,11.6479
1993,344,11.5928
1994,344,14.9999
1995,344,18.1576
1996,344,20.4297
1997,344,24.3
1998,344,23.6773
1999,344,25.059
2000,344,32.8714
2001,344,31.5931
2002,344,31.3342
2003,344,30.953
2004,344,26.6269
2005,344,24.8941
2006,344,27.0486
2007,344,31.2629
2008,344,44.8195
2009,344,50.0069
2010,344,52.2613
2011,344,55.0122
2012,344,53.3823
2013,344,51.3906
2014,344,57.3565
2015,344,56.6738
2016,344,62.0702
2017,344,67.0544
2018,344,69.2346
1970,348,0.74
1971,348,0.8372
1972,348,0.8244
1973,348,0.8483
1974,348,0.9509
1975,348,0.7704
1976,348,0.9272
1977,348,0.7859
1978,348,0.7873
1979,348,0.7562
1980,348,0.721
1981,348,0.8012
1982,348,0.6907
1983,348,0.7056
1984,348,0.649
1985,348,0.7601
1986,348,0.7512
1987,348,0.8515
1988,348,0.756
1989,348,0.7429
1990,348,0.7476
1991,348,0.7718
1992,348,1.0844
1993,348,0.6645
1994,348,0.8471
1995,348,1.1824
1996,348,0.6815
1997,348,0.9957
1998,348,1.2775
1999,348,0.9746
2000,348,1.0651
2001,348,1.1711
2002,348,1.4624
2003,348,1.4129
2004,348,0.8664
2005,348,1.1743
2006,348,1.361
2007,348,2.1563
2008,348,1.3904
2009,348,1.5709
2010,348,2.2396
2011,348,1.855
2012,348,2.5377
2013,348,2.0852
2014,348,1.9299
2015,348,2.1169
2016,348,1.7887
2017,348,2.205
2018,348,2.1632
1995,191,0.9591
1996,191,0.9244
1997,191,1.0309
1998,191,0.8418
1999,191,0.7068
2000,191,0.8013
2001,191,0.9259
2002,191,0.9735
2003,191,1.2127
2004,191,0.9692
2005,191,1.2068
2006,191,1.2922
2007,191,1.3155
2008,191,1.2342
2009,191,1.2167
2010,191,1.3501
2011,191,1.5542
2012,191,1.8997
2013,191,1.8647
2014,191,2.43
2015,191,2.6629
2016,191,2.645
2017,191,2.8769
2018,191,2.9324
1970,352,0.3387
1971,352,0.2653
1972,352,0.261
1973,352,0.2644
1974,352,0.2388
1975,352,0.2284
1976,352,0.2807
1977,352,0.2608
1978,352,0.237
1979,352,0.2655
1980,352,0.2135
1981,352,0.2
1982,352,0.22
1983,352,0.2572
1984,352,0.2495
1985,352,0.2221
1986,352,0.1984
1987,352,0.1877
1988,352,0.1757
1989,352,0.1965
1990,352,0.187
1991,352,0.1954
1992,352,0.1643
1993,352,0.1566
1994,352,0.1733
1995,352,0.2004
1996,352,0.1921
1997,352,0.2073
1998,352,0.2255
1999,352,0.2407
2000,352,0.2481
2001,352,0.2532
2002,352,0.2468
2003,352,0.271
2004,352,0.2583
2005,352,0.2769
2006,352,0.3002
2007,352,0.3338
2008,352,0.3192
2009,352,0.3058
2010,352,0.3504
2011,352,0.3858
2012,352,0.3794
2013,352,0.3544
2014,352,0.3823
2015,352,0.4003
2016,352,0.4382
2017,352,0.4589
2018,352,0.4146
