timepointyears,geographicaream49,toi_aff
2017,60,1.7084
2018,60,1.2792
1970,604,0.2178
1971,604,0.2272
1972,604,0.2402
1973,604,0.25
1974,604,0.2234
1975,604,0.2671
1976,604,0.2085
1977,604,0.2536
1978,604,0.1889
1979,604,0.218
1980,604,0.1916
1981,604,0.1608
1982,604,0.1749
1983,604,0.2141
1984,604,0.1672
1985,604,0.1443
1986,604,0.1826
1987,604,0.1709
1988,604,0.1497
1989,604,0.1386
1990,604,0.18
1991,604,0.1883
1992,604,0.251
1993,604,0.2074
1994,604,0.2279
1995,604,0.214
1996,604,0.2274
1997,604,0.2272
1998,604,0.2541
1999,604,0.2127
2000,604,0.1882
2001,604,0.2165
2002,604,0.2339
2003,604,0.2269
2004,604,0.2566
2005,604,0.2732
2006,604,0.304
2007,604,0.2942
2008,604,0.2984
2009,604,0.3013
2010,604,0.3502
2011,604,0.3509
2012,604,0.3516
2013,604,0.3592
2014,604,0.4116
2015,604,0.409
2016,604,0.4381
2017,604,0.466
2018,604,0.4761
1970,608,0.1395
1971,608,0.1798
1972,608,0.1973
1973,608,0.1647
1974,608,0.1604
1975,608,0.1697
1976,608,0.1902
1977,608,0.202
1978,608,0.1625
1979,608,0.1538
1980,608,0.1811
1981,608,0.161
1982,608,0.1697
1983,608,0.157
1984,608,0.1432
1985,608,0.1413
1986,608,0.1519
1987,608,0.1399
1988,608,0.1387
1989,608,0.1441
1990,608,0.1791
1991,608,0.1499
1992,608,0.1545
1993,608,0.1668
1994,608,0.1693
1995,608,0.2024
1996,608,0.1958
1997,608,0.1943
1998,608,0.2488
1999,608,0.1756
2000,608,0.2082
2001,608,0.2304
2002,608,0.2156
2003,608,0.2058
2004,608,0.1841
2005,608,0.2066
2006,608,0.2153
2007,608,0.1881
2008,608,0.1861
2009,608,0.195
2010,608,0.1953
2011,608,0.1977
2012,608,0.1968
2013,608,0.2031
2014,608,0.2264
2015,608,0.1904
2016,608,0.25
2017,608,0.2822
2018,608,0.2916
1970,616,0.9879
1971,616,0.9406
1972,616,1.2202
1973,616,1.1079
1974,616,1.0968
1975,616,0.9977
1976,616,1.2329
1977,616,1.1217
1978,616,1.1859
1979,616,1.1875
1980,616,1.2819
1981,616,1.284
1982,616,0.9325
1983,616,0.7351
1984,616,0.7365
1985,616,0.7677
1986,616,0.7377
1987,616,0.8515
1988,616,0.8002
1989,616,0.8828
1990,616,0.9683
1991,616,0.8395
1992,616,0.7651
1993,616,0.6985
1994,616,0.5788
1995,616,0.7322
1996,616,0.9287
1997,616,0.8003
1998,616,0.7778
1999,616,0.823
2000,616,0.8594
2001,616,0.8401
2002,616,0.8242
2003,616,0.8751
2004,616,0.9264
2005,616,1.2006
2006,616,1.3826
2007,616,1.4661
2008,616,1.5494
2009,616,1.6516
2010,616,1.7776
2011,616,1.8063
2012,616,2.4028
2013,616,2.35
2014,616,2.5871
2015,616,2.9776
2016,616,2.9906
2017,616,2.9734
2018,616,4.064
1970,620,0.4966
1971,620,0.5346
1972,620,0.6419
1973,620,0.6497
1974,620,0.7357
1975,620,0.7198
1976,620,0.8214
1977,620,0.8668
1978,620,0.9361
1979,620,0.8796
1980,620,0.9103
1981,620,1.1039
1982,620,1.0111
1983,620,1.0353
1984,620,1.0043
1985,620,0.8496
1986,620,0.8114
1987,620,0.7687
1988,620,0.9718
1989,620,0.9402
1990,620,1.0949
1991,620,1.1065
1992,620,1.132
1993,620,1.0918
1994,620,1.1946
1995,620,1.21
1996,620,1.2054
1997,620,1.4061
1998,620,1.6213
1999,620,1.5699
2000,620,1.6485
2001,620,1.8799
2002,620,1.8729
2003,620,1.8454
2004,620,1.7998
2005,620,2.0047
2006,620,1.9243
2007,620,2.2219
2008,620,2.209
2009,620,2.2217
2010,620,2.3098
2011,620,2.3358
2012,620,2.4915
2013,620,2.4112
2014,620,2.5331
2015,620,2.3946
2016,620,2.5229
2017,620,2.6724
2018,620,2.927
1970,624,0.1546
1971,624,0.1738
1972,624,0.1403
1973,624,0.1682
1974,624,0.1509
1975,624,0.1207
1976,624,0.1103
1977,624,0.1618
1978,624,0.1914
1979,624,0.1553
1980,624,0.1952
1981,624,0.2046
1982,624,0.1609
1983,624,0.1432
1984,624,0.1802
1985,624,0.1298
1986,624,0.1123
1987,624,0.1802
1988,624,0.1764
1989,624,0.1475
1990,624,0.1443
1991,624,0.1764
1992,624,0.1584
1993,624,0.1622
1994,624,0.2259
1995,624,0.1639
1996,624,0.12
1997,624,0.2341
1998,624,0.1665
1999,624,0.2504
2000,624,0.3123
2001,624,0.2994
2002,624,0.3063
2003,624,0.2918
2004,624,0.336
2005,624,0.3105
2006,624,0.2264
2007,624,0.3152
2008,624,0.2289
2009,624,0.3497
2010,624,0.2181
2011,624,0.3229
2012,624,0.2486
2013,624,0.416
2014,624,0.328
2015,624,0.3152
2016,624,0.3577
2017,624,0.3395
2018,624,0.3565
2003,626,0.17
2004,626,0.1999
2005,626,0.2225
2006,626,0.1648
2007,626,0.2953
2008,626,0.3536
2009,626,0.5429
2010,626,0.1815
2011,626,0.2972
2012,626,0.4782
2013,626,0.5393
2014,626,0.8671
2015,626,0.4026
2016,626,0.5574
2017,626,0.5095
2018,626,0.5955
1995,232,0.8146
1996,232,0.8632
1997,232,0.7413
1998,232,0.7094
1999,232,0.8949
2000,232,2.1105
2001,232,1.036
2002,232,2.605
2003,232,1.5643
2004,232,1.3278
2005,232,0.604
2006,232,0.4883
2007,232,0.4579
2008,232,0.8855
2009,232,0.7227
2010,232,0.5301
2011,232,0.8474
2012,232,0.5823
2013,232,0.5522
2014,232,0.5695
2015,232,0.4356
2016,232,0.4509
2017,232,0.4559
2018,232,0.3567
1995,634,3.7155
1996,634,3.6311
1997,634,4.0415
1998,634,4.7236
1999,634,4.9315
2000,634,5.3688
2001,634,5.9638
2002,634,9.1173
2003,634,6.4535
2004,634,4.9075
2005,634,9.9222
2006,634,10.1638
2007,634,11.469
2008,634,10.6564
2009,634,12.0352
2010,634,12.0115
2011,634,10.277
2012,634,13.5857
2013,634,12.3939
2014,634,11.6533
2015,634,11.7411
2016,634,10.6199
2017,634,9.2761
2018,634,9.4922
1995,64,0.3493
1996,64,0.3427
1997,64,0.3299
1998,64,0.3306
1999,64,0.3788
2000,64,0.3003
2001,64,0.3194
2002,64,0.1894
2003,64,0.2695
2004,64,0.4435
2005,64,0.3413
2006,64,0.5742
2007,64,0.6783
2008,64,1.0443
2009,64,0.337
2010,64,0.387
2011,64,0.49
2012,64,0.5495
2013,64,0.4994
2014,64,0.471
2015,64,0.4569
2016,64,0.4387
2017,64,0.3821
2018,64,0.347
1995,585,2.1737
1996,585,2.8639
1997,585,4.7877
1998,585,4.2397
1999,585,3.1323
2000,585,4.2351
2001,585,3.756
2002,585,3.3565
2003,585,4.0845
2004,585,3.4964
2005,585,4.9486
2006,585,4.9152
2007,585,3.5902
2008,585,4.7633
2009,585,4.6068
2010,585,4.199
2011,585,4.4815
2012,585,5.3634
2013,585,4.2505
2014,585,5.4627
2015,585,3.4897
2016,585,2.6
2017,585,3.613
2018,585,3.4871
1970,716,0.8274
1971,716,0.6302
1972,716,0.7984
1973,716,0.8687
1974,716,0.776
1975,716,1.3644
1976,716,0.7504
1977,716,1.015
1978,716,1.0692
1979,716,0.9163
1980,716,0.6505
1981,716,0.7148
1982,716,0.8377
1983,716,1.2016
1984,716,0.6827
1985,716,0.6845
1986,716,0.8976
1987,716,0.958
1988,716,0.8223
1989,716,0.6401
1990,716,1.0012
1991,716,0.6956
1992,716,1.2826
1993,716,0.8669
1994,716,1.5983
1995,716,0.9086
1996,716,0.8718
1997,716,0.8851
1998,716,0.9972
1999,716,0.6893
2000,716,0.7352
2001,716,0.373
2002,716,0.726
2003,716,0.6552
2004,716,0.8826
2005,716,0.6627
2006,716,1.0747
2007,716,0.806
2008,716,1.3241
2009,716,1.4446
2010,716,1.2744
2011,716,1.2597
2012,716,1.1903
2013,716,1.0956
2014,716,0.8766
2015,716,1.0193
2016,716,1.121
2017,716,0.706
2018,716,0.5048
1970,642,0.2312
1971,642,0.2537
1972,642,0.2604
1973,642,0.3033
1974,642,0.4036
1975,642,0.4013
1976,642,0.3924
1977,642,0.4306
1978,642,0.4705
1979,642,0.3455
1980,642,0.5455
1981,642,0.5743
1982,642,0.2717
1983,642,0.2394
1984,642,0.2073
1985,642,0.212
1986,642,0.3168
1987,642,0.1913
1988,642,0.1344
1989,642,0.1393
1990,642,0.2455
1991,642,0.2583
1992,642,0.3017
1993,642,0.326
1994,642,0.1473
1995,642,0.1706
1996,642,0.2303
1997,642,0.1666
1998,642,0.2348
1999,642,0.2264
2000,642,0.268
2001,642,0.285
2002,642,0.2604
2003,642,0.4067
2004,642,0.3123
2005,642,0.3427
2006,642,0.4016
2007,642,0.6235
2008,642,0.7204
2009,642,0.8564
2010,642,1.1058
2011,642,0.8816
2012,642,1.1687
2013,642,1.1531
2014,642,1.1958
2015,642,1.4863
2016,642,1.6867
2017,642,1.4279
2018,642,1.3773
1970,646,0.0612
1971,646,0.0597
1972,646,0.0711
1973,646,0.0809
1974,646,0.0845
1975,646,0.1083
1976,646,0.1068
1977,646,0.0649
1978,646,0.0677
1979,646,0.0838
1980,646,0.0696
1981,646,0.0805
1982,646,0.0751
1983,646,0.0731
1984,646,0.0972
1985,646,0.1094
1986,646,0.1149
1987,646,0.106
1988,646,0.0882
1989,646,0.0967
1990,646,0.1179
1991,646,0.1187
1992,646,0.1109
1993,646,0.189
1994,646,0.2352
1995,646,0.2269
1996,646,0.0439
1997,646,0.0997
1998,646,0.0862
1999,646,0.084
2000,646,0.0888
2001,646,0.0978
2002,646,0.087
2003,646,0.0788
2004,646,0.0764
2005,646,0.0865
2006,646,0.1103
2007,646,0.111
2008,646,0.1163
2009,646,0.1386
2010,646,0.1988
2011,646,0.1807
2012,646,0.2408
2013,646,0.2521
2014,646,0.2418
2015,646,0.1708
2016,646,0.1939
2017,646,0.1744
2018,646,0.1708
1992,643,0.6628
1993,643,0.378
1994,643,0.266
1995,643,0.3033
1996,643,0.3333
1997,643,0.3844
1998,643,0.3988
1999,643,0.4495
2000,643,0.3509
2001,643,0.3179
2002,643,0.3538
2003,643,0.3778
2004,643,0.3502
2005,643,0.4034
2006,643,0.4086
2007,643,0.4483
2008,643,0.4094
2009,643,0.3919
2010,643,0.4398
2011,643,0.4339
2012,643,0.4371
2013,643,0.4243
2014,643,0.4602
2015,643,0.4165
2016,643,0.4106
2017,643,0.462
2018,643,0.5414
1970,659,3.157
1971,659,2.7329
1972,659,3.0562
1973,659,2.5683
1974,659,2.7021
1975,659,2.4041
1976,659,2.9099
1977,659,3.0428
1978,659,2.9695
1979,659,2.7356
1980,659,2.8696
1981,659,2.457
1982,659,2.6664
1983,659,3.0087
1984,659,2.8708
1985,659,2.8806
1986,659,2.975
1987,659,3.0399
1988,659,2.9237
1989,659,2.9845
1990,659,2.8189
1991,659,2.8637
1992,659,2.9338
1993,659,2.738
1994,659,2.4509
1995,659,3.2025
1996,659,2.9332
1997,659,3.3259
1998,659,3.2855
1999,659,2.8153
2000,659,4.7968
2001,659,4.2278
2002,659,3.4845
2003,659,3.8577
2004,659,3.6794
2005,659,2.7581
2006,659,3.3491
2007,659,3.197
2008,659,2.9459
2009,659,3.1297
2010,659,2.9298
2011,659,3.1465
2012,659,3.3295
2013,659,3.1987
2014,659,1.9931
2015,659,3.347
2016,659,2.9344
2017,659,4.1186
2018,659,4.4223
1970,662,1.3877
1971,662,1.42
1972,662,1.4124
1973,662,1.3328
1974,662,1.4567
1975,662,1.1051
1976,662,1.0676
1977,662,1.0889
1978,662,1.2678
1979,662,1.1917
1980,662,1.128
1981,662,1.3773
1982,662,1.1923
1983,662,1.2069
1984,662,1.2502
1985,662,1.3056
1986,662,1.3345
1987,662,1.628
1988,662,1.4042
1989,662,1.4872
1990,662,1.3877
1991,662,1.5072
1992,662,1.3532
1993,662,1.3992
1994,662,1.4591
1995,662,1.5898
1996,662,1.4124
1997,662,1.6384
1998,662,1.4542
1999,662,1.8668
2000,662,1.7544
2001,662,1.9679
2002,662,2.0422
2003,662,2.4335
2004,662,2.3578
2005,662,2.999
2006,662,3.5618
2007,662,2.9546
2008,662,2.3893
2009,662,2.5619
2010,662,3.7847
2011,662,3.1901
2012,662,2.5397
2013,662,2.5152
2014,662,4.0377
2015,662,3.1794
2016,662,3.764
2017,662,4.0025
2018,662,3.9836
1970,68,0.0774
1971,68,0.0855
1972,68,0.0836
1973,68,0.0816
1974,68,0.0871
1975,68,0.0864
1976,68,0.094
1977,68,0.0989
1978,68,0.1198
1979,68,0.137
1980,68,0.115
1981,68,0.0946
1982,68,0.0986
1983,68,0.1457
1984,68,0.075
1985,68,0.104
1986,68,0.0915
1987,68,0.1387
1988,68,0.07
1989,68,0.1209
1990,68,0.1154
1991,68,0.1512
1992,68,0.1415
1993,68,0.1282
1994,68,0.1726
1995,68,0.1824
1996,68,0.191
1997,68,0.198
1998,68,0.2165
1999,68,0.271
2000,68,0.3361
2001,68,0.3085
2002,68,0.3507
2003,68,0.3492
2004,68,0.3296
2005,68,0.3116
2006,68,0.3175
2007,68,0.3307
2008,68,0.2758
2009,68,0.3221
2010,68,0.2826
2011,68,0.2878
2012,68,0.3217
2013,68,0.3805
2014,68,0.3469
2015,68,0.3087
2016,68,0.3299
2017,68,0.2442
2018,68,0.2343
1970,670,1.154
1971,670,1.1473
1972,670,0.8983
1973,670,0.9512
1974,670,1.021
1975,670,0.9807
1976,670,1.2146
1977,670,1.1411
1978,670,1.7222
1979,670,1.9429
1980,670,2.3547
1981,670,1.5304
1982,670,1.7008
1983,670,1.7486
1984,670,1.9501
1985,670,2.1139
1986,670,1.9899
1987,670,1.7003
1988,670,2.0285
1989,670,2.0681
1990,670,1.8143
1991,670,1.9091
1992,670,2.0562
1993,670,2.1279
1994,670,2.6134
1995,670,1.9007
1996,670,1.984
1997,670,2.467
1998,670,2.1985
1999,670,2.0526
2000,670,1.6164
2001,670,1.7786
2002,670,1.6988
2003,670,1.6922
2004,670,1.8239
2005,670,1.6174
2006,670,1.4751
2007,670,1.697
2008,670,1.7025
2009,670,1.2836
2010,670,1.4955
2011,670,1.289
2012,670,1.626
2013,670,1.3309
2014,670,1.5899
2015,670,1.7579
2016,670,1.1725
2017,670,1.4893
2018,670,1.4335
1970,678,3.5822
1971,678,3.3307
1972,678,3.4184
1973,678,3.3471
1974,678,2.5703
1975,678,1.4418
1976,678,1.7868
1977,678,1.7835
1978,678,1.7039
1979,678,1.541
1980,678,1.5301
1981,678,1.3814
1982,678,1.2227
1983,678,1.2698
1984,678,1.3709
1985,678,1.115
1986,678,1.1637
1987,678,1.1428
1988,678,1.1375
1989,678,1.3155
1990,678,1.0258
1991,678,1.0783
1992,678,0.8132
1993,678,0.7855
1994,678,0.7286
1995,678,0.8883
1996,678,0.8548
1997,678,0.5453
1998,678,0.74
1999,678,0.7265
2000,678,0.7232
2001,678,0.786
2002,678,0.8473
2003,678,0.8567
2004,678,0.7613
2005,678,0.8128
2006,678,0.9002
2007,678,0.8728
2008,678,0.6573
2009,678,0.8693
2010,678,0.7717
2011,678,0.7646
2012,678,0.7982
2013,678,0.8151
2014,678,0.9181
2015,678,0.8762
2016,678,0.8934
2017,678,0.8942
2018,678,0.8933
1970,682,0.2715
1971,682,0.275
1972,682,0.2794
1973,682,0.2607
1974,682,0.2438
1975,682,0.238
1976,682,0.3473
1977,682,0.2856
1978,682,0.4397
1979,682,0.7471
1980,682,0.8667
1981,682,1.0291
1982,682,1.2758
1983,682,0.9775
1984,682,1.1971
1985,682,0.6111
1986,682,0.6317
1987,682,0.7341
1988,682,0.5962
1989,682,0.4833
1990,682,0.3702
1991,682,0.3431
1992,682,0.6344
1993,682,0.4851
1994,682,0.573
1995,682,0.547
1996,682,0.5185
1997,682,0.5566
1998,682,0.4851
1999,682,0.5263
2000,682,0.578
2001,682,0.4428
2002,682,0.4903
2003,682,0.5951
2004,682,0.4879
2005,682,0.69
2006,682,0.776
2007,682,0.8016
2008,682,0.7795
2009,682,0.7282
2010,682,0.9008
2011,682,0.8634
2012,682,0.9132
2013,682,0.9869
2014,682,0.9393
2015,682,0.843
2016,682,0.9321
2017,682,0.9111
2018,682,0.8612
1970,686,0.5239
1971,686,0.4734
1972,686,0.5744
1973,686,0.5248
1974,686,0.4005
1975,686,0.4763
1976,686,0.5921
1977,686,0.6022
1978,686,0.4901
1979,686,0.4909
1980,686,0.4204
1981,686,0.3932
1982,686,0.4869
1983,686,0.528
1984,686,0.5341
1985,686,0.378
1986,686,0.3928
1987,686,0.3933
1988,686,0.438
1989,686,0.4857
1990,686,0.5152
1991,686,0.4135
1992,686,0.4101
1993,686,0.3785
1994,686,0.3628
1995,686,0.3619
1996,686,0.4254
1997,686,0.3313
1998,686,0.4221
1999,686,0.4015
2000,686,0.4207
2001,686,0.4855
2002,686,0.6615
2003,686,0.5744
2004,686,0.548
2005,686,0.5057
2006,686,0.6089
2007,686,0.7603
2008,686,0.5625
2009,686,0.4868
2010,686,0.4603
2011,686,0.6068
2012,686,0.6268
2013,686,0.6501
2014,686,0.6422
2015,686,0.6554
2016,686,0.61
2017,686,0.6246
2018,686,0.5806
1970,690,4.4996
1971,690,4.1853
1972,690,4.1239
1973,690,3.6909
1974,690,3.6641
1975,690,3.4446
1976,690,2.6581
1977,690,3.1903
1978,690,3.3425
1979,690,3.0746
1980,690,3.1864
1981,690,3.0931
1982,690,3.7099
1983,690,2.7157
1984,690,3.1115
1985,690,3.0233
1986,690,3.4157
1987,690,3.2154
1988,690,3.6905
1989,690,3.8306
1990,690,3.1927
1991,690,3.192
1992,690,1.8898
1993,690,2.2623
1994,690,1.8101
1995,690,2.169
1996,690,1.8863
1997,690,2.1444
1998,690,1.4981
1999,690,1.6804
2000,690,1.8618
2001,690,1.8117
2002,690,2.0657
2003,690,2.2356
2004,690,2.266
2005,690,2.1312
2006,690,2.5984
2007,690,2.6797
2008,690,2.2295
2009,690,2.6534
2010,690,2.8904
2011,690,2.7252
2012,690,2.747
2013,690,2.6654
2014,690,2.6875
2015,690,3.4358
2016,690,4.0833
2017,690,3.703
2018,690,2.8187
1970,694,0.1575
1971,694,0.1285
1972,694,0.1244
1973,694,0.1449
1974,694,0.1095
1975,694,0.0978
1976,694,0.0778
1977,694,0.0708
1978,694,0.0729
1979,694,0.1203
1980,694,0.091
1981,694,0.0691
1982,694,0.0887
1983,694,0.0566
1984,694,0.0482
1985,694,0.0723
1986,694,0.0658
1987,694,0.0688
1988,694,0.061
1989,694,0.0632
1990,694,0.0654
1991,694,0.0857
1992,694,0.0794
1993,694,0.0777
1994,694,0.1279
1995,694,0.139
1996,694,0.1691
1997,694,0.1661
1998,694,0.2005
1999,694,0.1554
2000,694,0.1376
2001,694,0.1626
2002,694,0.1425
2003,694,0.1199
2004,694,0.0689
2005,694,0.0776
2006,694,0.0888
2007,694,0.0774
2008,694,0.0982
2009,694,0.0681
2010,694,0.062
2011,694,0.0781
2012,694,0.0972
2013,694,0.1004
2014,694,0.1078
2015,694,0.1207
2016,694,0.0929
2017,694,0.1321
2018,694,0.1178
1995,705,1.1034
1996,705,1.1803
1997,705,1.1515
1998,705,1.1128
1999,705,1.1882
2000,705,1.2073
2001,705,1.378
2002,705,1.2237
2003,705,1.5516
2004,705,1.5079
2005,705,1.7129
2006,705,2.1775
2007,705,2.5319
2008,705,3.0686
2009,705,2.998
2010,705,3.0818
2011,705,3.0603
2012,705,3.2457
2013,705,3.4163
2014,705,3.3657
2015,705,3.3609
2016,705,3.5787
2017,705,3.9626
2018,705,3.5208
1995,703,2.3791
1996,703,1.9917
1997,703,2.3463
1998,703,2.302
1999,703,2.8018
2000,703,2.6629
2001,703,2.4824
2002,703,2.4163
2003,703,2.4184
2004,703,3.129
2005,703,3.935
2006,703,3.4836
2007,703,2.7296
2008,703,2.4524
2009,703,3.1354
2010,703,4.1477
2011,703,3.7483
2012,703,4.1162
2013,703,3.1624
2014,703,2.3603
2015,703,2.8168
2016,703,2.8306
2017,703,3.0944
2018,703,2.9899
1995,4,0.0703
1996,4,0.0687
1997,4,0.0938
1998,4,0.0871
1999,4,0.1731
2000,4,0.1669
2001,4,0.2784
2002,4,0.2902
2003,4,0.236
2004,4,0.2852
2005,4,0.2853
2006,4,0.3056
2007,4,0.228
2008,4,0.3297
2009,4,0.176
2010,4,0.183
2011,4,0.2017
2012,4,0.303
2013,4,0.4157
2014,4,0.4258
2015,4,0.5117
2016,4,0.4537
2017,4,0.5315
2018,4,0.6247
1970,72,1.1794
1971,72,0.7836
1972,72,0.5794
1973,72,0.6327
1974,72,0.7346
1975,72,0.9165
1976,72,0.8636
1977,72,0.9065
1978,72,0.8362
1979,72,1.2706
1980,72,0.9759
1981,72,1.1181
1982,72,1.3505
1983,72,1.8486
1984,72,2.0882
1985,72,2.2511
1986,72,2.1166
1987,72,2.0219
1988,72,1.538
1989,72,1.1922
1990,72,1.3449
1991,72,1.4175
1992,72,1.5258
1993,72,1.7028
1994,72,1.7996
1995,72,1.6091
1996,72,1.5057
1997,72,1.6894
1998,72,1.9301
1999,72,2.0162
2000,72,2.3773
2001,72,2.0305
2002,72,2.3008
2003,72,1.3632
2004,72,1.2941
2005,72,1.312
2006,72,1.1567
2007,72,1.8683
2008,72,1.7903
2009,72,1.9566
2010,72,2.2346
2011,72,1.7137
2012,72,1.9689
2013,72,2.2567
2014,72,2.1424
2015,72,2.269
2016,72,2.2876
2017,72,2.143
2018,72,2.2997
1970,702,16.3346
1971,702,16.0857
1972,702,15.4143
1973,702,16.2481
1974,702,16.8643
1975,702,15.4519
1976,702,14.9221
1977,702,19.1697
1978,702,20.2236
1979,702,23.6685
1980,702,27.1499
1981,702,23.9198
1982,702,28.5693
1983,702,21.5115
1984,702,35.1278
1985,702,25.8286
1986,702,27.2868
1987,702,29.0757
1988,702,40.1656
1989,702,42.7591
1990,702,43.4125
1991,702,48.0552
1992,702,51.4622
1993,702,54.7856
1994,702,52.8822
1995,702,53.8716
1996,702,46.5271
1997,702,45.9444
1998,702,44.076
1999,702,48.3059
2000,702,47.2736
2001,702,56.5418
2002,702,69.7205
2003,702,72.3219
2004,702,73.0462
2005,702,74.1104
2006,702,75.5443
2007,702,81.0492
2008,702,85.3465
2009,702,77.9808
2010,702,83.6142
2011,702,86.129
2012,702,85.4783
2013,702,84.5098
2014,702,81.1657
2015,702,87.0545
2016,702,83.1719
2017,702,90.7413
2018,702,106.6324
1995,706,0.4432
1996,706,0.4357
1997,706,0.3528
1998,706,0.272
1999,706,0.2938
2000,706,0.2406
2001,706,0.475
2002,706,0.492
2003,706,0.406
2004,706,0.3605
2005,706,0.3215
2006,706,0.3413
2007,706,0.3759
2008,706,0.4923
2009,706,1.051
2010,706,1.3875
2011,706,1.8429
2012,706,1.2831
2013,706,1.1211
2014,706,1.2675
2015,706,1.1528
2016,706,1.0412
2017,706,0.8128
2018,706,0.7203
1970,710,0.8743
1971,710,0.8003
1972,710,1.234
1973,710,0.964
1974,710,0.9224
1975,710,1.1471
1976,710,0.9859
1977,710,0.9106
1978,710,0.9694
1979,710,0.8995
1980,710,1.0131
1981,710,1.1098
1982,710,1.1081
1983,710,1.0894
1984,710,1.0015
1985,710,0.6193
1986,710,0.7805
1987,710,0.8612
1988,710,0.5594
1989,710,0.9215
1990,710,0.7672
1991,710,0.5767
1992,710,1.3359
1993,710,0.7025
1994,710,1.0583
1995,710,1.2088
1996,710,1.0394
1997,710,0.9836
1998,710,0.958
1999,710,0.8447
2000,710,0.9154
2001,710,0.9548
2002,710,1.058
2003,710,0.9779
2004,710,1.0081
2005,710,1.2123
2006,710,1.2142
2007,710,1.2177
2008,710,1.0034
2009,710,1.0949
2010,710,1.0271
2011,710,1.18
2012,710,1.1176
2013,710,1.4356
2014,710,1.3004
2015,710,1.1213
2016,710,1.6715
2017,710,1.365
2018,710,1.4488
1970,724,0.5928
1971,724,0.5373
1972,724,0.5599
1973,724,0.5999
1974,724,0.6121
1975,724,0.6252
1976,724,0.6372
1977,724,0.6779
1978,724,0.6462
1979,724,0.7216
1980,724,0.6905
1981,724,0.9287
1982,724,0.8924
1983,724,0.8419
1984,724,0.7929
1985,724,0.7956
1986,724,0.9252
1987,724,0.8365
1988,724,0.8474
1989,724,0.8651
1990,724,0.8367
1991,724,0.8993
1992,724,0.9435
1993,724,1.0279
1994,724,1.1825
1995,724,1.309
1996,724,1.0591
1997,724,1.0952
1998,724,1.101
1999,724,1.1298
2000,724,1.0752
2001,724,1.1433
2002,724,1.2731
2003,724,1.3057
2004,724,1.3459
2005,724,1.5645
2006,724,1.4645
2007,724,1.4359
2008,724,1.4478
2009,724,1.4864
2010,724,1.476
2011,724,1.5128
2012,724,1.7814
2013,724,1.4945
2014,724,1.6711
2015,724,1.6563
2016,724,1.6281
2017,724,1.7389
2018,724,1.6904
1970,736,0.2443
1971,736,0.2536
1972,736,0.2709
1973,736,0.2559
1974,736,0.1634
1975,736,0.1776
1976,736,0.2129
1977,736,0.1683
1978,736,0.1497
1979,736,0.1869
1980,736,0.2401
1981,736,0.1674
1982,736,0.2273
1983,736,0.1752
1984,736,0.1816
1985,736,0.1498
1986,736,0.1162
1987,736,0.2972
1988,736,0.1892
1989,736,0.2108
1990,736,0.1659
1991,736,0.115
1992,736,0.0924
1993,736,0.2846
1994,736,0.1681
1995,736,0.1624
1996,736,0.0917
1997,736,0.1021
1998,736,0.0958
1999,736,0.0911
2000,736,0.0826
2001,736,0.0645
2002,736,0.0686
2003,736,0.0573
2004,736,0.0686
2005,736,0.0815
2006,736,0.0782
2007,736,0.0627
2008,736,0.0659
2009,736,0.0703
2010,736,0.0617
1970,740,0.3893
1971,740,0.4315
1972,740,0.387
1973,740,0.3925
1974,740,0.3997
1975,740,0.4428
1976,740,0.4295
1977,740,0.4173
1978,740,0.5316
1979,740,0.4658
1980,740,0.473
1981,740,0.4466
1982,740,0.4924
1983,740,0.5477
1984,740,0.4523
1985,740,0.5261
1986,740,0.4858
1987,740,0.3992
1988,740,0.3636
1989,740,0.397
1990,740,0.4082
1991,740,0.3355
1992,740,0.3632
1993,740,0.3643
1994,740,0.4082
1995,740,0.3948
1996,740,0.3626
1997,740,0.5225
1998,740,0.4709
1999,740,0.4414
2000,740,0.409
2001,740,0.3592
2002,740,0.3841
2003,740,0.3617
2004,740,0.3877
2005,740,0.4563
2006,740,0.4261
2007,740,0.4498
2008,740,0.4388
2009,740,0.3675
2010,740,0.5158
2011,740,0.4626
2012,740,0.4121
2013,740,0.4468
2014,740,0.539
2015,740,0.4783
2016,740,0.4434
2017,740,0.3778
2018,740,0.3945
1992,762,0.7586
1993,762,0.74
1994,762,0.6443
1995,762,0.6108
1996,762,0.4794
1997,762,0.5262
1998,762,0.4996
1999,762,0.4648
2000,762,0.4392
2001,762,0.4063
2002,762,0.4616
2003,762,0.4017
2004,762,0.4291
2005,762,0.5151
2006,762,0.4767
2007,762,0.5814
2008,762,0.4758
2009,762,0.4073
2010,762,0.4063
2011,762,0.3535
2012,762,0.3869
2013,762,0.3313
2014,762,0.3249
2015,762,0.3415
2016,762,0.3133
2017,762,0.2455
2018,762,0.2702
1970,748,1.2813
1971,748,1.2169
1972,748,1.197
1973,748,1.2161
1974,748,1.076
1975,748,0.8555
1976,748,0.9482
1977,748,0.9239
1978,748,0.9152
1979,748,0.8957
1980,748,1.0356
1981,748,1.0819
1982,748,1.1157
1983,748,1.0459
1984,748,1.3468
1985,748,0.9735
1986,748,1.0473
1987,748,1.2736
1988,748,1.2877
1989,748,1.3063
1990,748,1.7054
1991,748,1.4799
1992,748,1.377
1993,748,1.9141
1994,748,1.6001
1995,748,1.4107
1996,748,1.2487
1997,748,1.9776
1998,748,1.7774
1999,748,1.7805
