from_currency,to_currency,timePointYears,split_year,Value
SOS,USD,2012,0,0.0000444129
SOS,USD,2011,0,0.0000333702
SOS,USD,2010,0,0.0000319799
SOS,USD,2009,0,0.0000316868
SOS,USD,1989,0,0.0020380082
SOS,USD,1988,0,0.0058667285
SOS,USD,1987,0,0.0095077746
SOS,USD,1986,0,0.0138888889
SOS,USD,1985,0,0.0253246996
SOS,USD,1984,0,0.0499536680
SOS,USD,1983,0,0.0633406157
SOS,USD,1982,0,0.0930202273
SOS,USD,1981,0,0.1588562351
SOS,USD,1980,0,0.1588562351
SOS,USD,1979,0,0.1588562351
SOS,USD,1978,0,0.1588562351
SOS,USD,1977,0,0.1588562351
SOS,USD,1976,0,0.1588562351
SOS,USD,1975,0,0.1588560000
SOS,USD,1974,0,0.1588560000
SOS,USD,1973,0,0.1591980000
SOS,USD,1972,0,0.1432640000
SOS,USD,1971,0,0.1402810000
SOS,USD,1970,0,0.1400000000
SOS,USD,1969,0,0.1400000000
SOS,USD,1968,0,0.1400000000
SOS,USD,1967,0,0.1400000000
SOS,USD,1966,0,0.1400000000
SOS,USD,1965,0,0.1400000000
SOS,USD,1964,0,0.1400000000
SOS,USD,1963,0,0.1400000000
SOS,USD,1962,0,0.1400000000
SOS,USD,1961,0,0.1400000000
SOS,USD,1960,0,0.1400000000
SOS,USD,1959,0,0.1400000000
SOS,USD,1958,0,0.1400000000
SOS,USD,1957,0,0.1400000000
SOS,USD,1956,0,0.1400000000
SRD,USD,2019,0,0.1340842049
SRD,USD,2018,0,0.1340031490
SRD,USD,2017,0,0.1335530526
SRD,USD,2016,0,0.1605489418
SRD,USD,2015,0,0.2926829268
SRD,USD,2014,0,0.3030303030
SRD,USD,2013,0,0.3030303030
SRD,USD,2012,0,0.3030303030
SRD,USD,2011,0,0.3059975520
SRD,USD,2010,0,0.3642434360
SRD,USD,2009,0,0.3643000000
SRD,USD,2008,0,0.3642987200
SRD,USD,2007,0,0.3642987200
SRD,USD,2006,0,0.3644600000
SRD,USD,2005,0,0.3660800000
SRD,USD,2004,0,0.3658200000
SRD,USD,2003,0,0.3845200000
SRG,USD,2002,0,0.0004300000
SRG,USD,2001,0,0.0004590000
SRG,USD,2000,0,0.0008290000
SRG,USD,1999,0,0.0012580000
SRG,USD,1998,0,0.0024900000
SRG,USD,1997,0,0.0024900000
SRG,USD,1996,0,0.0024900000
SRG,USD,1995,0,0.0022700000
SRG,USD,1994,0,0.2822490000
SRG,USD,1993,0,0.5602000000
SRG,USD,1992,0,0.5602000000
SRG,USD,1991,0,0.5602000000
SRG,USD,1990,0,0.5602000000
SRG,USD,1989,0,0.5602000000
SRG,USD,1988,0,0.5602000000
SRG,USD,1987,0,0.5602000000
SRG,USD,1986,0,0.5602120000
SRG,USD,1985,0,0.5602240000
SRG,USD,1984,0,0.5602240000
SRG,USD,1983,0,0.5602240000
SRG,USD,1982,0,0.5602240000
SRG,USD,1981,0,0.5602240000
SRG,USD,1980,0,0.5602240000
SRG,USD,1979,0,0.5602240000
SRG,USD,1978,0,0.5602200000
SRG,USD,1977,0,0.5602240000
SRG,USD,1976,0,0.5602240000
SRG,USD,1975,0,0.5602240900
SRG,USD,1974,0,0.5602240900
SRG,USD,1973,0,0.5602240900
SRG,USD,1972,0,0.5602240900
SRG,USD,1971,0,0.5308982800
SRG,USD,1970,0,0.5305039790
SRG,USD,1969,0,0.5305039790
SRG,USD,1968,0,0.5305039790
SRG,USD,1967,0,0.5305039790
SRG,USD,1966,0,0.5305039790
SRG,USD,1965,0,0.5302640000
SRG,USD,1964,0,0.5302640000
SRG,USD,1963,0,0.5302640000
SRG,USD,1962,0,0.5310890000
SRG,USD,1961,0,0.5319140000
SRG,USD,1960,0,0.5319140000
SRG,USD,1959,0,0.5302640000
SRG,USD,1958,0,0.5302640000
SRG,USD,1957,0,0.5302640000
SRG,USD,1956,0,0.5302640000
SRG,USD,1955,0,0.5302640000
SRG,USD,1954,0,0.5302640000
SRG,USD,1953,0,0.5302640000
SRG,USD,1952,0,0.5302640000
SRG,USD,1951,0,0.5302640000
SRG,USD,1950,0,0.5302640000
SSP,USD,2019,0,0.0063291473
SSP,USD,2018,0,0.0070728444
SSP,USD,2017,0,0.0087991377
SSP,USD,2016,0,0.0213999108
SSP,USD,2015,0,0.2774566474
SSP,USD,2014,0,0.3389830508
SSP,USD,2013,0,0.3389830508
SSP,USD,2012,0,0.3389830508
SSP,USD,2011,0,0.3345656501
STD,USD,2018,0,0.0000481908
STD,USD,2017,0,0.0000459958
STD,USD,2016,0,0.0000451490
STD,USD,2015,0,0.0000452680
STD,USD,2014,0,0.0000541524
STD,USD,2013,0,0.0000542007
STD,USD,2012,0,0.0000524427
STD,USD,2011,0,0.0000567442
STD,USD,2010,0,0.0000540581
STD,USD,2009,0,0.0000617525
STD,USD,2008,0,0.0000680500
STD,USD,2007,0,0.0000739100
STD,USD,2006,0,0.0000800000
STD,USD,2003,0,0.0001100000
STD,USD,2002,0,0.0001100000
STD,USD,2001,0,0.0001130000
STD,USD,2000,0,0.0001250000
STD,USD,1999,0,0.0001403000
STD,USD,1998,0,0.0001452000
STD,USD,1997,0,0.0002350000
STD,USD,1996,0,0.0004590000
STD,USD,1995,0,0.0007160000
STD,USD,1994,0,0.0014180000
STD,USD,1993,0,0.0023430000
STD,USD,1992,0,0.0031710000
STD,USD,1991,0,0.0053230000
STD,USD,1990,0,0.0069810000
STD,USD,1989,0,0.0080870000
STD,USD,1988,0,0.0117830000
STD,USD,1987,0,0.0211340000
STD,USD,1986,0,0.0259380000
STD,USD,1985,0,0.0224580000
STD,USD,1984,0,0.0226590000
STD,USD,1983,0,0.0236280000
STD,USD,1982,0,0.0244050000
STD,USD,1981,0,0.0260760000
STD,USD,1980,0,0.0287670000
STD,USD,1979,0,0.0285540000
STD,USD,1978,0,0.0278100000
STD,USD,1977,0,0.0265700000
SUR,USD,1991,0,0.5720000000
SUR,USD,1990,0,1.7120000000
SUR,USD,1989,0,1.5880000000
SUR,USD,1988,0,1.6470000000
SUR,USD,1987,0,1.5780000000
SUR,USD,1986,0,1.4170000000
SUR,USD,1985,0,1.1930000000
SUR,USD,1984,0,1.2300000000
SUR,USD,1983,0,1.3700000000
SUR,USD,1982,0,1.3830000000
SUR,USD,1981,0,1.3800000000
SUR,USD,1980,0,1.5470000000
SUR,USD,1979,0,1.5230000000
SUR,USD,1978,0,1.4630000000
SUR,USD,1977,0,1.3560000000
SUR,USD,1976,0,1.3260000000
SUR,USD,1975,0,1.3904338150
SUR,USD,1974,0,1.3297872340
SUR,USD,1973,0,1.3000000000
SUR,USD,1972,0,1.2000000000
SUR,USD,1971,0,1.1111000000
SUR,USD,1970,0,1.1111000000
SUR,USD,1969,0,1.1111000000
SUR,USD,1968,0,1.1111000000
SUR,USD,1967,0,1.1111000000
SUR,USD,1966,0,1.1111000000
SUR,USD,1965,0,1.1111000000
SUR,USD,1964,0,1.1111000000
SUR,USD,1963,0,1.1111000000
SUR,USD,1962,0,1.1111000000
SUR,USD,1961,0,1.1111000000
SUR,USD,1960,0,1.1111000000
SUR,USD,1959,0,1.1111000000
SUR,USD,1958,0,1.1111000000
SUR,USD,1957,0,1.1111000000
SUR,USD,1956,0,1.1111000000
SUR,USD,1955,0,1.1111000000
SUR,USD,1954,0,1.1111000000
SUR,USD,1953,0,1.1111000000
SUR,USD,1952,0,1.1111000000
SUR,USD,1951,0,1.1111000000
SUR,USD,1950,0,1.1111000000
SVC,USD,2016,0,0.1142857140
SVC,USD,2015,0,0.1142857140
SVC,USD,2014,0,0.1142857140
SVC,USD,2013,0,0.1142857140
SVC,USD,2012,0,0.1142857140
SVC,USD,2011,0,0.1142857100
SVC,USD,2010,0,0.1142857143
SVC,USD,2009,0,0.1142900000
SVC,USD,2008,0,0.1142857100
SVC,USD,2007,0,0.1142857100
SVC,USD,2006,0,0.1142900000
SVC,USD,2005,0,0.1142900000
SVC,USD,2004,0,0.1142900000
SVC,USD,2003,0,0.1142900000
SVC,USD,2002,0,0.1142900000
SVC,USD,2001,0,0.1142800000
SVC,USD,2000,0,0.1142200000
SVC,USD,1999,0,0.1142200000
SVC,USD,1998,0,0.1140000000
SVC,USD,1997,0,0.1140000000
SVC,USD,1996,0,0.1140000000
SVC,USD,1995,0,0.1140000000
SVC,USD,1994,0,0.1150000000
SVC,USD,1993,0,0.1150000000
SVC,USD,1992,0,0.1200000000
SVC,USD,1991,0,0.1247450000
SVC,USD,1990,0,0.1320000000
SVC,USD,1989,0,0.2000000000
SVC,USD,1988,0,0.2000000000
SVC,USD,1987,0,0.2000000000
SVC,USD,1986,0,0.2091670000
SVC,USD,1985,0,0.4000000000
SVC,USD,1984,0,0.4000000000
SVC,USD,1983,0,0.4000000000
SVC,USD,1982,0,0.4000000000
SVC,USD,1981,0,0.4000000000
SVC,USD,1980,0,0.4000000000
SVC,USD,1979,0,0.4000000000
SVC,USD,1978,0,0.4000000000
SVC,USD,1977,0,0.4000000000
SVC,USD,1976,0,0.4000000000
SVC,USD,1975,0,0.4000000000
SVC,USD,1974,0,0.4000000000
SVC,USD,1973,0,0.4000000000
SVC,USD,1972,0,0.4000000000
SVC,USD,1971,0,0.4000000000
SVC,USD,1970,0,0.4000000000
SVC,USD,1969,0,0.4000000000
SVC,USD,1968,0,0.4000000000
SVC,USD,1967,0,0.4000000000
SVC,USD,1966,0,0.4000000000
SVC,USD,1965,0,0.4000000000
SVC,USD,1964,0,0.4000000000
SVC,USD,1963,0,0.4000000000
SVC,USD,1962,0,0.4000000000
SVC,USD,1961,0,0.4000000000
SVC,USD,1960,0,0.4000000000
SVC,USD,1959,0,0.4000000000
SVC,USD,1958,0,0.4000000000
SVC,USD,1957,0,0.4000000000
SVC,USD,1956,0,0.4000000000
SVC,USD,1955,0,0.4000000000
SVC,USD,1954,0,0.4000000000
SVC,USD,1953,0,0.4000000000
SVC,USD,1952,0,0.4000000000
SVC,USD,1951,0,0.4000000000
SVC,USD,1950,0,0.4000000000
SYP,USD,2017,0,0.0020300000
SYP,USD,2016,0,0.0021726103
SYP,USD,2015,0,0.0042188901
SYP,USD,2014,0,0.0064880296
SYP,USD,2013,0,0.0091968118
SYP,USD,2012,0,0.0154844704
SYP,USD,2011,0,0.0206882284
SYP,USD,2010,0,0.0890868597
SYP,USD,2009,0,0.0890868597
SYP,USD,2008,0,0.0890868597
SYP,USD,2007,0,0.0890868600
SYP,USD,2006,0,0.0890900000
SYP,USD,2005,0,0.0890900000
SYP,USD,2004,0,0.0890900000
SYP,USD,2003,0,0.0890900000
SYP,USD,2002,0,0.0890900000
SYP,USD,2001,0,0.0890870000
SYP,USD,2000,0,0.0890870000
SYP,USD,1999,0,0.0890870000
SYP,USD,1998,0,0.0890870000
SYP,USD,1997,0,0.0890870000
SYP,USD,1996,0,0.0890870000
SYP,USD,1995,0,0.0890870000
SYP,USD,1994,0,0.0890870000
SYP,USD,1993,0,0.0890870000
SYP,USD,1992,0,0.0890870000
SYP,USD,1991,0,0.0890870000
SYP,USD,1990,0,0.0890870000
SYP,USD,1989,0,0.0890870000
SYP,USD,1988,0,0.0890870000
SYP,USD,1987,0,0.0890870000
SYP,USD,1975,0,0.2702700000
SYP,USD,1974,0,0.2678870000
SYP,USD,1973,0,0.2615580000
SYP,USD,1972,0,0.2617800000
SYP,USD,1971,0,0.2617800000
SYP,USD,1970,0,0.2617800000
SYP,USD,1969,0,0.2618000000
SYP,USD,1968,0,0.2618000000
SYP,USD,1967,0,0.2618000000
SYP,USD,1966,0,0.2618000000
SYP,USD,1965,0,0.2618000000
SYP,USD,1964,0,0.2618000000
SYP,USD,1963,0,0.2618000000
SYP,USD,1962,0,0.2706500000
SYP,USD,1961,0,0.2795000000
SYP,USD,1960,0,0.2797000000
SYP,USD,1959,0,0.2780000000
SYP,USD,1958,0,0.2780000000
SYP,USD,1957,0,0.2780000000
SYP,USD,1956,0,0.3225782500
SYP,USD,1955,0,0.3671565000
SYP,USD,1954,0,0.4117347500
SYP,USD,1953,0,0.4563130000
SYP,USD,1952,0,0.4563130000
SYP,USD,1951,0,0.4563130000
SYP,USD,1950,0,0.4563130000
SZL,USD,2019,0,0.0691955843
SZL,USD,2018,0,0.0755633638
SZL,USD,2017,0,0.0750536553
SZL,USD,2016,0,0.0679827636
SZL,USD,2015,0,0.0783764729
SZL,USD,2014,0,0.0921433463
SZL,USD,2013,0,0.1035726766
SZL,USD,2012,0,0.1218031451
SZL,USD,2011,0,0.1377195707
SZL,USD,2010,0,0.1365892204
SZL,USD,2009,0,0.1197000000
SZL,USD,2008,0,0.1226792900
SZL,USD,2007,0,0.1420458800
SZL,USD,2006,0,0.1487200000
SZL,USD,2005,0,0.1576100000
SZL,USD,2004,0,0.1552500000
SZL,USD,2003,0,0.1331500000
SZL,USD,2002,0,0.0953900000
SZL,USD,2001,0,0.1161550000
SZL,USD,2000,0,0.1448130000
SZL,USD,1999,0,0.1637045000
SZL,USD,1998,0,0.1810000000
SZL,USD,1997,0,0.2170000000
SZL,USD,1996,0,0.2340000000
SZL,USD,1995,0,0.2760000000
SZL,USD,1994,0,0.2820000000
SZL,USD,1993,0,0.3060000000
SZL,USD,1992,0,0.3510000000
SZL,USD,1991,0,0.3628000000
SZL,USD,1990,0,0.3866500000
SZL,USD,1989,0,0.3821800000
SZL,USD,1988,0,0.4422700000
SZL,USD,1987,0,0.4914100000
SZL,USD,1986,0,0.4408200000
SZL,USD,1985,0,0.4580000000
SZL,USD,1984,0,0.6953600000
SZL,USD,1983,0,0.8990900000
SZL,USD,1982,0,0.9020000000
SZL,USD,1981,0,1.0770000000
SZL,USD,1980,0,1.3030000000
SZL,USD,1979,0,1.2030000000
SZL,USD,1978,0,1.1540000000
SZL,USD,1977,0,1.1500000000
SZL,USD,1976,0,1.1500000000
THB,USD,2019,0,0.0322086027
THB,USD,2018,0,0.0309499540
THB,USD,2017,0,0.0294639236
THB,USD,2016,0,0.0283315146
THB,USD,2015,0,0.0291990269
THB,USD,2014,0,0.0307883353
THB,USD,2013,0,0.0325457621
THB,USD,2012,0,0.0321718319
THB,USD,2011,0,0.0327957742
THB,USD,2010,0,0.0315599732
THB,USD,2009,0,0.0291800000
THB,USD,2008,0,0.0300565200
THB,USD,2007,0,0.0289822800
THB,USD,2006,0,0.0264200000
THB,USD,2005,0,0.0248800000
THB,USD,2004,0,0.0248700000
THB,USD,2003,0,0.0241300000
THB,USD,2002,0,0.0232900000
THB,USD,2001,0,0.0225060000
THB,USD,2000,0,0.0250080000
THB,USD,1999,0,0.0264437000
THB,USD,1998,0,0.0241780000
THB,USD,1997,0,0.0331440000
THB,USD,1996,0,0.0394600000
THB,USD,1995,0,0.0401390000
THB,USD,1994,0,0.0397640000
THB,USD,1993,0,0.0394960000
THB,USD,1992,0,0.0393710000
THB,USD,1991,0,0.0391920000
THB,USD,1990,0,0.0391160000
THB,USD,1989,0,0.0389100000
THB,USD,1988,0,0.0395360000
THB,USD,1987,0,0.0388600000
THB,USD,1986,0,0.0380370000
THB,USD,1985,0,0.0368340000
THB,USD,1984,0,0.0424430000
THB,USD,1983,0,0.0434780000
THB,USD,1982,0,0.0434780000
THB,USD,1981,0,0.0459380000
THB,USD,1980,0,0.0488380000
THB,USD,1979,0,0.0489740000
THB,USD,1978,0,0.0491800000
THB,USD,1977,0,0.0490200000
THB,USD,1976,0,0.0490200000
THB,USD,1975,0,0.0490690000
THB,USD,1974,0,0.0490800000
THB,USD,1973,0,0.0488010000
THB,USD,1972,0,0.0480770000
THB,USD,1971,0,0.0480770000
THB,USD,1970,0,0.0480770000
THB,USD,1969,0,0.0480770000
THB,USD,1968,0,0.0480770000
THB,USD,1967,0,0.0480770000
THB,USD,1966,0,0.0480770000
THB,USD,1965,0,0.0480000000
THB,USD,1964,0,0.0480000000
THB,USD,1963,0,0.0481900000
THB,USD,1962,0,0.0478920000
THB,USD,1961,0,0.0474870000
THB,USD,1960,0,0.0473900000
THB,USD,1959,0,0.0474300000
THB,USD,1958,0,0.0478650000
THB,USD,1957,0,0.0483200000
THB,USD,1956,0,0.0538800000
THB,USD,1955,0,0.0594400000
THB,USD,1954,0,0.0650000000
THB,USD,1953,0,0.0796700000
THB,USD,1952,0,0.0796700000
THB,USD,1951,0,0.0796700000
THB,USD,1950,0,0.0796700000
TJR,USD,2000,0,0.5570080000
TJS,USD,2019,0,0.1049277572
TJS,USD,2018,0,0.1092750873
TJS,USD,2017,0,0.1169625983
TJS,USD,2016,0,0.1276214238
TJS,USD,2015,0,0.1622555687
TJS,USD,2014,0,0.2025289110
TJS,USD,2013,0,0.2098973602
TJS,USD,2012,0,0.2110725122
TJS,USD,2011,0,0.2169111134
TJS,USD,2010,0,0.2283643782
TJS,USD,2009,0,0.2428600000
TJS,USD,2008,0,0.2914931700
TJS,USD,2007,0,0.2904893400
TJS,USD,2006,0,0.3033717500
TJS,USD,2005,0,0.3209700000
TJS,USD,2004,0,0.3367400000
TJS,USD,2003,0,0.3267100000
TMM,USD,2001,0,0.0001920000
TMM,USD,2000,0,0.0001920000
TMM,USD,1999,0,0.0001920000
TND,USD,2019,0,0.3407812979
TND,USD,2018,0,0.3778052036
TND,USD,2017,0,0.4133213470
TND,USD,2016,0,0.4655421238
TND,USD,2015,0,0.5097814312
TND,USD,2014,0,0.5890408942
TND,USD,2013,0,0.6155140312
TND,USD,2012,0,0.6402492704
TND,USD,2011,0,0.7103365812
TND,USD,2010,0,0.6986167389
TND,USD,2009,0,0.7415800000
TND,USD,2008,0,0.8144163800
TND,USD,2007,0,0.7808986900
TND,USD,2006,0,0.7514500000
TND,USD,2005,0,0.7718400000
TND,USD,2004,0,0.8031700000
TND,USD,2003,0,0.7765100000
TND,USD,2002,0,0.7041800000
TND,USD,2001,0,0.6950660000
TND,USD,2000,0,0.7314270000
TND,USD,1999,0,0.8383298000
TND,USD,1998,0,0.8770000000
TND,USD,1997,0,0.9050000000
TND,USD,1996,0,1.0270000000
TND,USD,1995,0,1.0580000000
TND,USD,1994,0,0.9890000000
TND,USD,1993,0,0.9970000000
TND,USD,1992,0,1.1330000000
TND,USD,1991,0,1.0846900000
TND,USD,1990,0,1.1397800000
TND,USD,1989,0,1.0537100000
TND,USD,1988,0,1.1682500000
TND,USD,1987,0,1.2073500000
TND,USD,1986,0,1.2658900000
TND,USD,1985,0,1.2019800000
TND,USD,1984,0,1.2923800000
TND,USD,1983,0,1.4775400000
TND,USD,1982,0,1.7007900000
TND,USD,1981,0,2.0382500000
TND,USD,1980,0,2.4701000000
TND,USD,1979,0,2.4610000000
TND,USD,1978,0,2.4030000000
TND,USD,1977,0,2.3320000000
TND,USD,1976,0,2.3320000000
TND,USD,1975,0,2.4859130000
TND,USD,1974,0,2.2909070000
TND,USD,1973,0,2.3719400000
TND,USD,1972,0,2.0960700000
TND,USD,1971,0,1.9123500000
TND,USD,1970,0,1.9047620000
TND,USD,1969,0,1.9047620000
TND,USD,1968,0,1.9047620000
TND,USD,1967,0,1.9047620000
TND,USD,1966,0,1.9047620000
TND,USD,1965,0,1.9230000000
TND,USD,1964,0,2.2420000000
TND,USD,1963,0,2.3810000000
TND,USD,1962,0,2.3809520000
TND,USD,1961,0,2.3810000000
TND,USD,1960,0,2.3810000000
TND,USD,1959,0,2.3810000000
TND,USD,1958,0,2.3810000000
TND,USD,1957,0,2.7000000000
TND,USD,1956,0,2.8570000000
TOP,USD,2019,0,0.4367793301
TOP,USD,2018,0,0.4471129185
TOP,USD,2017,0,0.4533147673
TOP,USD,2016,0,0.4513325608
TOP,USD,2015,0,0.4748871918
TOP,USD,2014,0,0.5414848654
TOP,USD,2013,0,0.5637890307
TOP,USD,2012,0,0.5815620354
TOP,USD,2011,0,0.5783854880
TOP,USD,2010,0,0.5246623183
TOP,USD,2009,0,0.4932600000
TOP,USD,2008,0,0.5168102700
TOP,USD,2007,0,0.5075528200
TOP,USD,2006,0,0.4936539300
TOP,USD,2005,0,0.5149000000
TOP,USD,2004,0,0.5072700000
TOP,USD,2003,0,0.4660050000
TOP,USD,2002,0,0.4555400000
TOP,USD,2001,0,0.4709040000
TOP,USD,2000,0,0.5712580000
TOP,USD,1999,0,0.6252300000
TOP,USD,1998,0,0.6710000000
TOP,USD,1997,0,0.7920000000
TOP,USD,1996,0,0.8120000000
TOP,USD,1995,0,0.7870000000
TOP,USD,1994,0,0.7580000000
TOP,USD,1993,0,0.7230000000
TOP,USD,1992,0,0.7420000000
TOP,USD,1991,0,0.7716200000
TOP,USD,1990,0,0.7812300000
TOP,USD,1989,0,0.7928800000
TOP,USD,1988,0,0.7843200000
TOP,USD,1987,0,0.7010000000
TOP,USD,1986,0,0.6708700000
TOP,USD,1985,0,0.7008000000
TOP,USD,1984,0,0.8795700000
TOP,USD,1983,0,0.9030000000
TOP,USD,1982,0,1.0170000000
TOP,USD,1981,0,1.1490000000
TOP,USD,1980,0,1.1960000000
TOP,USD,1979,0,1.1180000000
TOP,USD,1978,0,1.1450000000
TOP,USD,1977,0,1.1090000000
TOP,USD,1976,0,1.2250000000
TOP,USD,1975,0,1.3090690000
TOP,USD,1974,0,1.4371010000
TOP,USD,1973,0,1.4202250000
TOP,USD,1972,0,1.2207020000
TOP,USD,1971,0,1.1355790000
TOP,USD,1970,0,1.1200000000
TOP,USD,1969,0,1.1200000000
TOP,USD,1968,0,1.1200000000
TOP,USD,1967,0,1.1200000000
TOP,USD,1966,0,1.1200000000
TOP,USD,1965,0,1.1200000000
TOP,USD,1964,0,1.1200000000
TOP,USD,1963,0,1.1200000000
TPE,USD,1984,0,0.0068760000
TPE,USD,1983,0,0.0092020000
TPE,USD,1982,0,0.0127520000
TPE,USD,1981,0,0.0163240000
TPE,USD,1980,0,0.0199890000
TPE,USD,1979,0,0.0204490000
TPE,USD,1978,0,0.0228300000
TPE,USD,1977,0,0.0262800000
TPE,USD,1976,0,0.0331730000
TRL,USD,2003,0,0.0000006700
TRL,USD,2002,0,0.0000008000
TRL,USD,2001,0,0.0000008000
TRL,USD,2000,0,0.0000016900
TRL,USD,1999,0,0.0000025000
TRL,USD,1998,0,0.0000040000
TRL,USD,1997,0,0.0000070000
TRL,USD,1996,0,0.0000130000
TRL,USD,1995,0,0.0000220000
TRL,USD,1994,0,0.0000370000
TRL,USD,1993,0,0.0000930000
TRL,USD,1992,0,0.0001480000
TRL,USD,1991,0,0.0002460000
TRL,USD,1990,0,0.0003850000
TRL,USD,1989,0,0.0004740000
TRL,USD,1988,0,0.0007220000
TRL,USD,1987,0,0.0011770000
TRL,USD,1986,0,0.0014910000
TRL,USD,1985,0,0.0019250000
TRL,USD,1984,0,0.0027670000
TRL,USD,1983,0,0.0044950000
TRL,USD,1982,0,0.0061580000
TRL,USD,1981,0,0.0091300000
TRL,USD,1980,0,0.0135900000
TRL,USD,1979,0,0.0329290000
TRL,USD,1978,0,0.0415750000
TRL,USD,1977,0,0.0556970000
TRL,USD,1976,0,0.0623600000
TRL,USD,1975,0,0.0694440000
TRL,USD,1974,0,0.0719420000
TRL,USD,1973,0,0.0704230000
TRL,USD,1972,0,0.0704230000
TRL,USD,1971,0,0.0671140000
TRL,USD,1970,0,0.0884960000
TRL,USD,1969,0,0.1111110000
TRL,USD,1968,0,0.1111110000
TRL,USD,1967,0,0.1111110000
TRL,USD,1966,0,0.1111110000
TRL,USD,1965,0,0.1111110000
TRL,USD,1964,0,0.1111110000
TRL,USD,1963,0,0.1111110000
TRL,USD,1962,0,0.1111110000
TRL,USD,1961,0,0.1111110000
TRL,USD,1960,0,0.2341270000
TRL,USD,1959,0,0.3571430000
TRL,USD,1958,0,0.3571430000
TRL,USD,1957,0,0.3571430000
TRL,USD,1956,0,0.3571430000
TRL,USD,1955,0,0.3571430000
TRL,USD,1954,0,0.3571430000
TRL,USD,1953,0,0.3571430000
TRL,USD,1952,0,0.3571430000
TRL,USD,1951,0,0.3571430000
TRL,USD,1950,0,0.3571430000
TRY,USD,2019,0,0.1762481224
TRY,USD,2018,0,0.2071092252
TRY,USD,2017,0,0.2741128407
TRY,USD,2016,0,0.3311110541
TRY,USD,2015,0,0.3676459062
TRY,USD,2014,0,0.4569251169
TRY,USD,2013,0,0.5252740211
TRY,USD,2012,0,0.5567925803
TRY,USD,2011,0,0.5970311247
TRY,USD,2010,0,0.6654030088
TRY,USD,2009,0,0.6465700000
TRY,USD,2008,0,0.7767132300
TRY,USD,2007,0,0.7706482600
TRY,USD,2006,0,0.7021900000
TTD,USD,2019,0,0.1480532475
TTD,USD,2018,0,0.1476941059
TTD,USD,2017,0,0.1475029593
TTD,USD,2016,0,0.1499482678
TTD,USD,2015,0,0.1568026886
TTD,USD,2014,0,0.1560282795
TTD,USD,2013,0,0.1552161297
TTD,USD,2012,0,0.1555306064
TTD,USD,2011,0,0.1560232615
TTD,USD,2010,0,0.1568502381
TTD,USD,2009,0,0.1581100000
TTD,USD,2008,0,0.1590000000
TTD,USD,2007,0,0.1580300000
TTD,USD,2006,0,0.1584200000
TTD,USD,2005,0,0.1587400000
TTD,USD,2004,0,0.1587600000
TTD,USD,2003,0,0.1588500000
TTD,USD,2002,0,0.1601900000
TTD,USD,2001,0,0.1604300000
TTD,USD,2000,0,0.1587260000
TTD,USD,1999,0,0.1587958000
TTD,USD,1998,0,0.1590000000
TTD,USD,1997,0,0.1600000000
TTD,USD,1996,0,0.1670000000
TTD,USD,1995,0,0.1690000000
TTD,USD,1994,0,0.1690000000
TTD,USD,1993,0,0.1900000000
TTD,USD,1992,0,0.2350000000
TTD,USD,1991,0,0.2352900000
TTD,USD,1990,0,0.2352900000
TTD,USD,1989,0,0.2352900000
TTD,USD,1988,0,0.2618470000
TTD,USD,1987,0,0.2777800000
TTD,USD,1986,0,0.2777800000
TTD,USD,1985,0,0.4108830000
TTD,USD,1984,0,0.4166700000
TTD,USD,1983,0,0.4166700000
TTD,USD,1982,0,0.4166700000
TTD,USD,1981,0,0.4166700000
TTD,USD,1980,0,0.4164500000
TTD,USD,1979,0,0.4170000000
TTD,USD,1978,0,0.4170000000
TTD,USD,1977,0,0.4170000000
TTD,USD,1976,0,0.4110000000
TTD,USD,1975,0,0.4608720000
TTD,USD,1974,0,0.4870370000
TTD,USD,1973,0,0.5104070000
TTD,USD,1972,0,0.5204860000
TTD,USD,1971,0,0.5063610000
TTD,USD,1970,0,0.5000000000
TTD,USD,1969,0,0.5000000000
TTD,USD,1968,0,0.5000000000
TTD,USD,1967,0,0.5753410000
TTD,USD,1966,0,0.5833320000
TTD,USD,1965,0,0.5833320000
TTD,USD,1964,0,0.5833320000
TTD,USD,1963,0,0.5833000000
TWD,USD,2019,0,0.0323342064
TWD,USD,2018,0,0.0331535673
TWD,USD,2017,0,0.0328489033
TWD,USD,2016,0,0.0309354892
TWD,USD,2015,0,0.0313405121
TWD,USD,2014,0,0.0329269598
TWD,USD,2013,0,0.0335899230
TWD,USD,2012,0,0.0337660072
TWD,USD,2011,0,0.0339340605
TWD,USD,2010,0,0.0315981557
TWD,USD,2009,0,0.0302600000
TWD,USD,2008,0,0.0317464500
TWD,USD,2007,0,0.0304509800
TWD,USD,2006,0,0.0307400000
TWD,USD,2005,0,0.0311000000
TWD,USD,2004,0,0.0299200000
TWD,USD,2003,0,0.0290400000
TWD,USD,2002,0,0.0289300000
TWD,USD,2001,0,0.0337530000
TWD,USD,2000,0,0.0320000000
TWD,USD,1999,0,0.0318520000
TWD,USD,1998,0,0.0298850000
TWD,USD,1997,0,0.0350630000
TWD,USD,1996,0,0.0364170000
TWD,USD,1995,0,0.0377930000
TWD,USD,1994,0,0.0377900000
TWD,USD,1993,0,0.0379500000
TWD,USD,1992,0,0.0397500000
TWD,USD,1991,0,0.0372400000
TWD,USD,1990,0,0.0371330000
TWD,USD,1989,0,0.0380520000
